n,,q,,p,te,P
789,,10.00065298,,0.7589905,26.31993917,551.184285
789,,11.63853673,,0.750486875,26.58165288,577.5372068
789,,13.05242595,,0.487933,24.46453667,607.95459
789,,14.86665902,,0.751284125,26.26568138,644.7641114
789,,16.38458985,,0.622930429,27.06222157,667.4539119
789,,17.94318276,,0.626119333,26.71570167,709.9420475
789,,19.51857077,,0.61575525,26.14120775,756.781508
789,,21.05824702,,0.806065143,26.832424,807.960059
789,,3.565446619,,1.8570395,26.49867038,475.8421327
789,,5.024505954,,1.2136765,23.4921525,527.1262205
789,,6.780574673,,1.62584325,26.0901415,581.5518186
789,,8.213645729,,1.387472125,26.38058,638.711873
789,,9.852766995,,1.6896215,27.22317113,700.2758792
789,,11.31925141,,1.61388475,25.86991888,763.7765303
789,,12.91196498,,1.433711375,27.197638,830.7957884
789,,14.5659369,,1.54054,28.04022888,902.1441287
789,,16.23475918,,1.739846875,26.13482425,981.2166809
789,,17.8611515,,1.861139429,27.50722629,1067.954724
789,,19.48886986,,1.708755125,26.29440563,1159.222839
789,,21.1539795,,1.493503375,28.997719,1264.859619
789,,2.059979685,,3.281685875,28.04661213,447.8096787
789,,3.5543087,,2.665428625,27.19444625,537.066386
789,,5.054206872,,3.2968335,25.34010775,628.767741
789,,6.581949545,,3.142968375,27.101889,726.3506949
789,,8.105979874,,2.640714625,27.36041125,823.3470704
789,,9.700549663,,2.541858375,26.25610625,927.0804445
789,,11.42320482,,2.643903625,27.54233425,1033.161719
789,,12.9138213,,2.75312375,27.81362325,1146.035237
789,,14.52324165,,3.060056625,25.12307687,1268.501709
789,,16.17906999,,2.956417,26.30078913,1398.629964
789,,17.86088621,,3.068826,27.79766487,1539.801392
789,,19.42575538,,3.09035125,25.23797563,1682.173318
789,,21.01846885,,3.123037625,28.26683488,1852.121582
789,,1.970876731,,3.941791,26.65825213,480.2862062
789,,3.509757322,,4.04064725,26.36143038,604.290588
789,,5.052350454,,4.6250155,27.4721185,737.6468917
789,,6.665483441,,4.006366375,27.72744888,876.7583981
789,,8.20436413,,3.948966125,26.4890955,1020.081823
789,,9.839772855,,4.437666625,26.01354225,1170.495768
789,,11.34895253,,4.46317825,27.77851525,1322.226441
789,,13.04190677,,4.08449475,27.69872425,1483.14801
789,,14.61791346,,4.535725875,28.65621413,1652.366748
789,,16.24218446,,4.2758295,28.34024238,1831.844483
789,,17.72723198,,4.2479265,27.09550575,2021.173535
789,,2.033991208,,5.61038925,26.24972325,516.5552004
789,,3.41322909,,5.19423625,26.98699013,687.4207158
789,,4.981810797,,5.897391375,26.65825225,860.5492674
789,,6.65991458,,5.5896615,27.85192263,1042.482617
789,,8.174663211,,5.723595625,29.56263788,1231.212958
789,,9.685699006,,5.613578125,27.31892,1426.609912
789,,11.30811359,,5.448552125,26.1603575,1622.95166
789,,13.03097523,,5.500549,27.74553511,1835.543152
789,,2.143513482,,5.836802125,25.22840075,544.2615971
789,,3.578440758,,6.750425375,28.17108588,776.1581788
789,,5.08947675,,7.41850275,30.79779963,995.2855226
789,,6.732310458,,7.157809,26.38058,1229.844704
789,,8.191369991,,6.99358,27.7848985,1471.833618
789,,9.733963122,,7.5508425,28.84132875,1723.632067
789,,2.069260988,,6.7711535,29.38390638,552.9151072
789,,3.480056305,,8.898955125,27.101889,863.066992
789,,5.158160187,,9.094276,29.53072125,1127.757996
789,,6.635782522,,8.409457125,27.52956775,1414.966729
789,,8.284185386,,8.658192375,27.06039763,1704.980017
789,,2.104531063,,6.838918125,27.136997,560.9502563
789,,3.673112474,,9.68502225,27.52956775,955.1644152
789,,5.167441785,,9.922596,25.75501988,1266.150573
789,,6.550392405,,10.1577785,26.41568788,1604.149512
789,,3.613710735,,11.631853,28.49663238,1044.766358
789,,5.237981443,,11.47001575,27.47211838,1401.88031
789,,3.678681532,,13.34429913,27.70829925,1136.504123
789,,5.184148466,,13.03258288,25.72629538,1552.825977
789,,3.63557375,,14.14037544,28.32428422,1244.710864
833,,6.886289278,,0.7345425,27.90618038,524.2881196
833,,8.525882949,,1.114023,27.5991452,547.8452638
833,,10.10367663,,0.649504667,28.94133317,578.1925051
833,,11.67676687,,0.313606,27.5838255,607.8393892
833,,13.34728871,,0.760508857,29.334664,640.3367068
833,,15.03983527,,0.465610667,26.545481,675.3831544
833,,16.56196985,,0.57031325,27.692341,715.1287963
833,,18.27878077,,0.91949925,26.43483775,759.0869274
833,,20.02302956,,0.592635625,28.37854213,811.6759034
833,,21.64576875,,0.67235875,27.69553263,868.129663
833,,23.20579334,,1.06140575,26.7859175,930.2231871
833,,3.54365935,,1.428358286,31.35177571,505.6008176
833,,5.018571247,,1.467194875,27.28381213,560.552043
833,,6.852971985,,1.34761075,26.99656513,621.7496094
833,,8.326764316,,1.739846875,27.18167975,679.5456137
833,,9.937744457,,1.5915625,27.98597125,744.6245395
833,,11.60555967,,1.739846875,28.7391965,814.7548218
833,,13.2596562,,1.751008125,28.10406163,887.0586347
833,,14.83144005,,1.531770125,27.34445338,965.6162295
833,,16.55217065,,1.778114,26.68697688,1047.303577
833,,18.24938337,,1.915237,26.5242035,1136.523303
833,,19.82508679,,1.71034925,27.17848813,1241.36027
833,,21.58697373,,1.941545625,27.72425738,1350.520337
833,,23.26066857,,2.04119925,27.61574175,1466.587207
833,,1.990633949,,2.889449875,27.96362988,470.2281496
833,,3.517341355,,2.604839375,28.92431113,561.3539497
833,,5.07344658,,2.56099175,26.824217,650.8020262
833,,6.753020836,,2.830455,27.934905,748.7024133
833,,8.283648027,,3.182829875,27.954055,844.994293
833,,9.976941272,,2.86154675,28.0529955,948.324171
833,,11.59380073,,2.530697125,26.61356913,1059.668189
833,,13.22829896,,3.303211125,26.99975663,1167.845446
833,,14.78244403,,2.82806325,27.874264,1292.384765
833,,16.49729542,,2.68456225,27.21678788,1420.228624
833,,18.1925483,,3.41243125,27.2455125,1559.821143
833,,19.84272505,,3.229069125,27.51999288,1718.224366
833,,21.50858063,,3.181235375,27.34764475,1880.4265
833,,23.1646369,,2.742759875,25.1869095,2040.725904
833,,1.998473416,,3.986435875,27.56467563,502.5048549
833,,3.550658647,,4.051011125,27.73702375,630.3717653
833,,5.020531192,,3.498532125,28.89558663,758.617737
833,,6.645230219,,4.50862025,27.65085,897.5394044
833,,8.201335132,,4.04463325,27.69553275,1043.172974
833,,9.97106175,,3.724944875,27.676383,1187.608215
833,,11.50168873,,4.334027,26.66144363,1341.1325
833,,13.16754421,,3.925049,24.8134885,1499.619602
833,,14.77068509,,3.992813375,31.45208425,1674.812158
833,,16.44829971,,4.158637,27.606167,1853.075406
833,,18.18862872,,3.925049125,27.354028,2038.577246
833,,2.045509281,,5.109730125,26.80825875,525.815851
833,,3.58005605,,5.184669625,27.39551925,705.489339
833,,5.089124994,,4.907234125,30.52651075,875.751129
833,,6.723623329,,4.909625875,26.46675413,1059.560696
833,,8.222893381,,5.481238375,27.90298888,1246.711303
833,,9.939704194,,5.525883,24.46240875,1443.370105
833,,11.57028285,,5.39513775,28.50301563,1641.274463
833,,13.27729487,,5.78657675,27.29977025,1849.360889
833,,2.002392993,,6.1979465,26.24014813,552.0303226
833,,3.540859548,,7.251084875,25.043286,791.7337158
833,,5.051888436,,6.546335125,28.02746238,998.8409966
833,,6.58839515,,6.772747875,27.99235463,1231.699693
833,,8.262089779,,6.649974875,27.57425088,1466.196436
833,,9.865230766,,7.306890875,27.98916275,1706.083203
833,,2.104304192,,6.379714375,28.40726675,561.5048826
833,,3.589855254,,8.58325275,27.23912938,878.3894589
833,,5.096964461,,8.4525075,28.97856888,1139.952556
833,,6.696185871,,8.23645875,26.9231575,1433.366894
833,,8.3600814,,8.27313125,26.9678405,1721.366333
833,,2.016111878,,6.393267375,27.94128825,563.3584731
833,,3.777998925,,9.450637125,26.980607,973.6488648
833,,5.093044988,,9.8779515,29.39028975,1281.98485
833,,6.702065393,,10.25344563,25.92736838,1618.062134
833,,3.634931383,,11.985025,29.04878488,1065.565796
833,,5.14204059,,11.58880275,27.04763125,1422.90465
833,,3.681967249,,12.92814613,27.31572863,1161.111761
833,,5.226313326,,13.0246105,28.72323825,1576.087606
833,,3.688500028,,14.30052978,28.48599367,1254.157422
857,,6.802700477,,0.681241857,28.090839,532.072888
857,,11.63028836,,0.556418714,28.291456,616.305713
857,,13.29824483,,0.485807,27.771068,647.6506343
857,,14.95429563,,0.878840625,28.34981725,682.4738091
857,,16.58691926,,0.747753429,27.90481257,721.3919677
857,,18.21262956,,0.49776575,29.2881575,763.1127564
857,,19.81155192,,0.76563425,28.98176063,813.5660644
857,,21.48363704,,0.69582,29.66659386,868.5374694
857,,23.2271568,,1.001613625,28.53812388,930.821472
857,,3.415035733,,1.3579745,27.09231413,510.5688597
857,,5.094609935,,1.5501065,28.01150438,566.8729008
857,,6.689499683,,1.240782,27.60935863,626.1977841
857,,8.352943753,,1.42813075,27.9827795,684.5614349
857,,9.978077996,,1.79007225,27.44977675,749.7063844
857,,11.58103297,,1.440089,27.02209825,821.1557823
857,,13.17995555,,1.617871125,28.14236125,893.6453993
857,,14.78492693,,1.6298295,28.42003325,973.0961181
857,,16.48466399,,1.589967875,26.8018755,1055.997448
857,,18.15214057,,1.660124125,28.88281988,1145.301281
857,,19.78130742,,1.66969075,29.23389963,1245.878622
857,,21.40240927,,2.09381625,29.05516825,1352.562781
857,,23.17473315,,2.00931,27.797665,1472.578345
857,,2.033873108,,2.683765,26.31993888,480.2643437
857,,3.540045894,,2.811321375,27.93490525,575.7919437
857,,5.122838016,,2.62556725,27.95086338,671.9869992
857,,6.608847949,,2.816104875,27.14657188,771.1877442
857,,8.254145258,,2.812916,29.291349,878.3629272
857,,9.851051634,,2.997873,27.87745563,987.1654483
857,,11.49231601,,2.812118875,28.0370375,1096.315064
857,,13.127532,,2.970767,27.64127488,1214.269775
857,,14.64781872,,3.05686775,26.329514,1341.22666
857,,16.52700622,,3.100715125,31.31803575,1474.902454
857,,18.11786346,,3.25776925,27.2455125,1616.470525
857,,19.84784522,,2.935689,26.84655838,1771.924756
857,,21.32780613,,3.355031,29.26900763,1934.885694
857,,23.1969122,,3.02178975,26.77315088,2110.581001
857,,1.933058306,,4.117181125,28.59238138,509.7169188
857,,3.523915547,,4.568412,27.21359613,649.5415529
857,,4.983713707,,4.227996,28.45514113,784.1617973
857,,6.661271817,,4.0310805,28.62110613,928.5965167
857,,8.256161458,,4.294166,27.36360288,1075.141113
857,,9.967996462,,4.42491125,28.41365,1232.365198
857,,11.35924051,,3.9712885,26.65825213,1390.199734
857,,13.07712454,,3.839745875,27.28700375,1553.513941
857,,14.85952986,,4.34837725,26.84974988,1724.984008
857,,16.40199595,,4.734235625,28.41045838,1909.461792
857,,18.08560298,,4.235968,28.97856888,2104.248901
857,,19.82969857,,4.76771925,27.67638288,2317.02815
857,,2.023791681,,5.038777,28.65940575,528.647359
857,,3.564241575,,5.668587,29.45093063,722.142456
857,,5.098642442,,5.491602375,28.40726675,898.1171938
857,,6.766119018,,6.005814375,28.69770525,1086.2
857,,8.15736307,,5.904566625,28.3657755,1276.377007
857,,9.853067727,,5.6319145,26.69655175,1481.898193
857,,11.53869085,,5.58248625,27.64765813,1682.946325
857,,13.11140144,,5.898985875,28.10406138,1899.994885
857,,14.86759498,,5.22213925,27.54233425,2126.532335
857,,1.973384119,,5.43739075,27.11784713,548.5208129
857,,3.616665336,,6.748033875,27.258279,801.358441
857,,5.044202588,,7.076491625,27.72425738,1016.322278
857,,6.651190069,,7.1522285,28.4008835,1249.737915
857,,8.254145151,,7.073303,28.54450688,1490.886767
857,,9.85710034,,6.821379,27.21997925,1743.213189
857,,11.47618566,,7.105989,28.8955865,1984.371131
857,,1.993547187,,5.658223125,31.32761063,550.8020904
857,,3.612632723,,8.099335375,28.55089038,884.2120725
857,,5.114772789,,8.568902625,28.368967,1141.235636
857,,6.733858217,,8.350462125,27.47530988,1426.17439
857,,8.229949577,,8.608764125,27.82319813,1711.659717
857,,2.100410909,,5.863908,27.9061805,550.2722411
857,,3.667072684,,10.02065488,27.45616025,967.9200643
857,,5.106707669,,10.205612,28.7487715,1272.992603
857,,6.673369551,,10.19843688,28.36577563,1607.531583
857,,3.638844389,,11.42776275,27.328495,1059.752246
857,,5.276076579,,11.69563125,26.88166625,1415.697742
857,,6.63505983,,11.54096913,28.4455665,1797.38335
857,,3.560208962,,12.42509513,26.72846788,1148.639514
857,,5.37285866,,12.46575375,27.41466875,1555.378133
857,,3.665056377,,14.32090363,28.19023588,1236.301404
857,,5.275180466,,14.28777433,27.89873333,1628.243799
882,,5.048166837,,0.992844167,28.73281333,515.9561694
882,,6.621696144,,0.716775429,28.95531571,538.5182575
882,,8.29127376,,0.798776143,27.631244,565.6399388
882,,9.928835112,,0.634623,27.5838255,593.0513846
882,,11.84624053,,0.591041286,28.21485686,623.9925187
882,,13.28775307,,0.709030833,28.013632,655.997246
882,,14.85930611,,0.704779,27.89873317,692.4545361
882,,16.52532638,,0.680330857,28.11272471,730.2861935
882,,18.16842149,,0.7292275,26.362494,773.3353426
882,,19.87278168,,1.042804,26.12844083,822.1643373
882,,21.37516431,,0.899302833,29.47752717,875.836151
882,,23.16529606,,1.226697667,28.09023133,938.6692128
882,,24.74989272,,0.677597429,28.07624871,972.2383729
882,,1.736284767,,1.588107833,29.396673,467.9838564
882,,3.588472188,,1.523114857,27.598416,514.3317262
882,,5.068325052,,1.500336857,28.43006414,561.8482891
882,,6.664384314,,1.399202714,28.94802043,616.2084503
882,,8.26281477,,1.764561143,28.49936814,673.548706
882,,9.899190504,,2.380476714,27.813623,733.6830295
882,,11.60196988,,1.790983286,26.89443286,798.277779
882,,13.23597416,,1.857495143,27.68960529,864.4832079
882,,14.7984362,,1.753931333,26.03907517,937.0562669
882,,16.46366576,,1.695316143,29.11945671,1012.369682
882,,17.98620655,,1.897584143,28.492073,1095.729004
882,,19.61546756,,1.803739,27.81362314,1186.340317
882,,21.40125158,,1.730849429,26.51508443,1285.870545
882,,22.98070984,,1.673449286,28.196619,1397.426361
882,,24.7664936,,1.658871286,27.38320857,1514.847321
882,,1.911780108,,2.835124429,27.78809,485.4535335
882,,3.410605296,,2.834213143,28.30604629,577.6257475
882,,5.03512317,,2.735812714,29.88544857,665.7981415
882,,6.633554004,,3.179527,26.99656514,760.9909515
882,,8.146608624,,3.023725857,28.94072543,861.1553574
882,,9.83753001,,2.805057571,28.12001986,966.6497271
882,,11.46204814,,3.748975571,28.99543886,1072.883545
882,,13.0770796,,3.245127429,29.08298086,1182.55307
882,,14.66839571,,2.773168429,26.91631829,1300.161926
882,,16.39251898,,3.379061714,28.335227,1425.133545
882,,18.04075258,,3.338061571,27.45616014,1560.232361
882,,19.63918316,,3.235105143,26.93820386,1706.131378
882,,21.31113235,,3.197749286,27.81362314,1860.646591
882,,23.05897108,,3.420061857,27.45616029,2022.946411
882,,24.63605789,,4.015022,28.88965929,2194.980286
882,,2.054073672,,3.889287571,29.54622357,509.4306408
882,,3.51495396,,4.188134571,27.605711,648.3085939
882,,4.942632366,,4.349402429,27.17894414,774.011685
882,,6.443829378,,3.844642857,26.81783371,910.7882845
882,,8.130007746,,4.368535857,30.72439214,1052.703644
882,,9.742667634,,4.691071429,26.28528686,1203.241455
882,,11.3909011,,4.435958571,28.38264557,1357.928436
882,,13.036763,,4.339380143,27.94128843,1516.471123
882,,14.58776277,,4.509759,30.50918471,1670.72641
882,,16.3616888,,4.358513429,27.90846014,1845.866913
882,,17.96011951,,3.956710429,30.07147514,2031.640411
882,,19.629697,,4.696538286,28.80576486,2228.265839
882,,1.944981864,,4.810428,28.99908671,523.5438309
882,,3.567128292,,6.001258857,28.743756,730.1181026
882,,4.80982509,,5.466432571,26.901728,900.1272428
882,,6.586122564,,5.910147429,28.98814386,1086.301479
882,,8.255700054,,5.445477,27.54005471,1278.989655
882,,9.714208896,,5.662323,28.88236386,1474.26236
882,,11.45967631,,5.934747429,29.95475257,1683.000961
882,,13.11028148,,6.062303571,27.92305043,1894.845276
882,,14.77511582,,5.160297,27.68960543,2114.128906
882,,2.210596416,,5.337965143,28.56502471,532.4873658
882,,3.519696978,,7.166578571,27.59476814,803.6173708
882,,5.058838764,,7.125578429,27.86468914,1016.904793
882,,6.671498904,,7.082755714,28.82400271,1248.583832
882,,8.146608624,,6.918754429,27.32484729,1490.854873
882,,9.884961324,,7.231267857,28.47383514,1734.885651
882,,11.1822039,,7.989318,27.63853914,1989.869629
882,,1.949725134,,5.745234857,26.16856443,534.7059175
882,,3.659619096,,8.488610571,28.882364,888.923874
882,,5.03512317,,8.689967714,29.77602114,1143.075562
882,,6.619324572,,9.270349429,31.52685971,1425.905579
882,,8.277044328,,8.449432571,29.09392357,1710.155151
882,,2.035101075,,5.8633765,30.273308,539.5014423
882,,3.60981621,,9.961888,28.54313929,978.0625379
882,,5.255678232,,9.783308857,30.79004843,1274.50174
882,,6.628810734,,10.25982357,28.404531,1604.171143
882,,3.657247398,,11.57365543,28.25133271,1064.303803
882,,5.09678379,,11.508055,27.71513829,1410.67627
882,,6.797191464,,11.51534386,27.41968443,1788.688309
882,,3.749738202,,13.00502157,27.90481271,1159.825745
882,,5.205875472,,13.26924571,28.06895357,1562.26947
882,,3.718907892,,14.25507514,26.39106671,1247.465119
882,,5.253306408,,15.622663,28.19297157,1701.7229
909,,5.113490678,,0.943643857,29.07933343,529.2999799
909,,8.364220507,,0.735909143,28.44830214,577.9584965
909,,10.06739119,,0.810013333,26.98379867,604.475372
909,,11.54162557,,0.621867333,26.00077567,640.237366
909,,13.30630716,,0.793309571,28.90060186,670.344742
909,,14.97485221,,0.831272667,27.796601,703.803665
909,,18.17506932,,0.839776429,28.12366743,784.5052795
909,,21.4160226,,1.046600143,28.58691029,884.1315305
909,,23.13182139,,0.817909571,28.14190529,947.1313935
909,,24.7180795,,0.848887714,25.50835243,1018.631661
909,,1.967859818,,1.894850857,26.93455614,481.4707727
909,,3.363473749,,1.516737,28.441007,529.759552
909,,5.032833679,,1.388269286,29.48421471,587.2002255
909,,6.518881293,,1.513092429,27.10964029,647.4595336
909,,8.347111439,,1.587804143,28.43735929,707.980919
909,,9.867377449,,1.775494286,27.75890929,775.6823034
909,,11.52696044,,1.677093714,27.18259186,843.9158668
909,,13.01545248,,1.616959857,26.19409743,914.8087235
909,,14.66037057,,1.882095286,28.84953586,994.5029374
909,,16.39572286,,1.805561571,28.13096257,1073.846283
909,,17.99664587,,1.697138429,28.20756186,1159.82898
909,,19.81998754,,2.285720429,27.44521771,1252.649475
909,,21.3133678,,1.975029286,28.75469886,1354.825135
909,,23.03894328,,1.979584857,28.60150029,1472.468567
909,,24.54454426,,1.726294,31.125626,1595.276489
909,,1.984968886,,2.724879286,29.30548343,499.2974855
909,,3.512567539,,2.923502857,29.25076986,590.488556
909,,5.020612824,,3.396373,27.94128843,685.5456389
909,,6.535990491,,2.935347286,28.98449643,786.2833706
909,,8.229791614,,2.931703,28.57596743,891.077596
909,,9.796496876,,3.379972714,27.67501514,1000.046936
909,,11.56362274,,3.100259571,28.12001986,1112.026428
909,,13.03989419,,2.732168,27.62759643,1222.315125
909,,14.62859673,,3.505707286,29.21429386,1342.437042
909,,16.29795615,,3.410950857,30.19184529,1477.091339
909,,17.86466154,,3.755353571,29.32736886,1613.402069
909,,19.6464523,,3.601374286,29.50245271,1760.294922
909,,21.30359125,,3.265172,27.45251271,1922.056152
909,,23.05849652,,3.336239,25.57765643,2085.764579
909,,24.66430813,,3.625063571,29.403968,2267.336182
909,,1.862761108,,3.943043857,28.05801086,514.403801
909,,3.483237615,,4.532537,28.524901,667.3609393
909,,4.971729531,,4.466025286,27.36497057,797.738556
909,,6.513993211,,4.473314286,25.02687186,936.7601015
909,,8.034259221,,4.717493857,28.92613514,1089.3956
909,,9.757390267,,4.502470143,28.92613514,1242.4505
909,,11.409641,,4.350313571,28.94072543,1397.821732
909,,13.08633305,,5.057340857,28.74375586,1563.329651
909,,14.59926681,,4.671937857,28.43371171,1728.678589
909,,16.29795628,,4.775805286,28.34616986,1904.944336
909,,18.1335188,,4.317513143,28.67809943,2084.589173
909,,19.64400826,,4.783094286,29.04285743,2288.704132
909,,21.34269798,,4.595404143,29.35654957,2507.740326
909,,1.945862277,,4.958029,28.831298,528.4053726
909,,3.47101663,,6.270038571,28.907897,731.587189
909,,4.878851547,,5.674167429,29.88544843,906.2037356
909,,6.531102149,,5.566655714,27.79538529,1090.517273
909,,8.193129566,,5.915614,28.058011,1278.29718
909,,9.801385348,,5.831791,29.12310429,1479.753418
909,,11.50251885,,6.239060714,28.34616957,1681.603272
909,,13.0594473,,5.712434286,27.36132314,1891.531647
909,,14.74347213,,6.151593143,29.52433814,2114.885071
909,,1.967859818,,5.436365714,27.613006,532.504547
909,,3.45146352,,7.319646286,29.23982671,806.5134886
909,,5.001059454,,7.031733,29.776021,1019.249184
909,,6.619092051,,7.051777857,27.79538514,1248.527222
909,,8.166243554,,7.167489714,28.78023186,1488.970582
909,,9.828270841,,7.500047857,29.40032057,1734.203675
909,,11.44874735,,7.500958857,26.259754,1990.482895
909,,1.906755799,,5.340698429,29.18876071,535.893074
909,,3.571227257,,8.474032571,29.11216143,893.3689727
909,,4.915513984,,8.484966,30.22467357,1142.57988
909,,6.606871065,,8.482232571,27.795385,1421.687042
909,,8.163799512,,8.569699857,29.45868171,1708.459351
909,,9.896707373,,9.100881571,28.95896329,2009.244156
909,,1.997597039,,5.624207833,28.96686633,535.9088745
909,,3.730097343,,10.94862886,25.24937414,976.9871825
909,,4.986394687,,10.31631286,30.925009,1269.996734
909,,6.645977544,,10.30082386,29.42585329,1602.043946
909,,8.210238634,,10.26984586,28.33887471,1940.601136
909,,3.615222078,,11.40418757,33.208394,1063.523641
909,,5.091493397,,11.66750071,28.07260114,1407.356278
909,,6.677751639,,11.40692086,31.34812814,1779.242676
909,,3.654328427,,12.59684086,30.07512271,1145.704681
909,,5.189259594,,13.22368971,30.31586314,1554.38322
909,,3.644551872,,15.49601771,29.40761571,1235.544174
909,,5.162373971,,14.78899029,29.05380043,1689.83667
937,,5.071965696,,0.6218675,28.703025,545.9136356
937,,6.611346844,,0.429773286,29.48056729,567.8563919
937,,8.27292089,,0.453917833,29.72860283,586.8674394
937,,10.03359308,,0.859973,28.07746483,621.0205838
937,,11.61202611,,0.516633333,28.82643433,652.1905439
937,,13.22489082,,0.494462857,28.86777386,686.7376095
937,,14.89528317,,0.634623167,27.745535,719.743591
937,,16.61186499,,0.405021333,29.6434925,763.1861189
937,,26.37891445,,0.878954571,29.32007357,1092.397964
937,,3.535104096,,1.987785,28.87506886,540.4347385
937,,4.930876965,,1.723560571,29.40761557,596.3021443
937,,6.759154288,,1.350002333,27.65616933,656.1373593
937,,8.31449172,,1.598737429,29.79425914,715.5600815
937,,9.773250533,,1.477558714,27.55464486,781.81633
937,,11.35294285,,1.607848571,28.258628,851.6228486
937,,12.91247962,,1.612404571,28.06165857,923.8075716
937,,14.57027477,,1.495781143,25.02687186,998.3556823
937,,16.33892519,,1.713538429,27.171649,1083.357514
937,,18.04458952,,1.552270571,27.014803,1170.598795
937,,19.72757913,,1.559559571,28.96990586,1264.749008
937,,21.3878936,,1.524025714,27.033041,1369.872605
937,,23.12127172,,2.264764714,28.07624886,1481.48021
937,,24.75891119,,2.169097429,29.05380029,1596.328278
937,,26.45197837,,1.798272429,28.12731514,1723.611176
937,,1.869750705,,2.550855714,29.290893,509.8669053
937,,3.454481805,,2.876124714,29.33101629,604.2146229
937,,5.034174121,,2.886146857,28.28780843,698.7927173
937,,6.543321714,,2.970880857,31.31165257,797.499878
937,,8.183480648,,3.400017429,28.48477786,902.7392806
937,,9.806003635,,2.871569286,28.27321814,1012.613922
937,,11.43104568,,3.541240857,28.03247786,1119.03244
937,,13.0434907,,3.268816571,30.47635643,1230.282654
937,,14.72899963,,3.266083143,27.18623929,1346.523473
937,,16.35404167,,2.960858714,28.13825757,1475.971161
937,,17.9614479,,3.053792571,27.59112057,1611.189163
937,,19.55625684,,3.150371286,28.94072543,1757.493622
937,,21.37025739,,3.184993714,28.80211729,1917.390747
937,,22.88444403,,2.991836714,30.65873571,2082.778198
937,,24.69592512,,3.61413,30.20278814,2263.962524
937,,26.12697001,,3.502973714,30.03499957,2450.203614
937,,1.670714771,,3.448306571,27.41238914,515.9203339
937,,3.371340457,,4.112511571,28.00329729,662.738312
937,,4.880487916,,4.326624286,26.55520786,799.162964
937,,6.334207944,,4.090644714,25.322326,937.887604
937,,8.15828619,,3.866509857,27.22636271,1087.737335
937,,9.549020007,,4.299290857,28.12001971,1238.198257
937,,11.13879016,,4.356691143,28.90060186,1388.6539
937,,12.82177936,,4.468758571,29.06109543,1510.030243
937,,14.65845531,,3.835531857,27.68960529,1720.045029
937,,16.2457056,,4.373091286,28.01424,1898.568543
937,,18.00427844,,4.671938,27.02939329,2086.935547
937,,19.57893171,,4.876939429,30.23196871,2282.517456
937,,21.31734901,,4.609981857,29.79061171,2501.054932
937,,3.474637344,,5.620411571,28.20391429,740.5782925
937,,5.034174255,,5.850013286,29.96569543,910.6535419
937,,6.563477521,,6.192593429,30.61861214,1093.900787
937,,8.211194565,,5.802635143,28.94802057,1284.431686
937,,9.750575534,,5.72519,29.09392357,1482.432678
937,,11.37057906,,5.397187714,31.43202257,1689.917206
937,,12.99058232,,6.559774143,28.37535029,1898.176117
937,,14.73403855,,5.820857714,28.70728029,2113.347901
937,,3.454482073,,7.508247857,29.32372129,816.949371
937,,5.021577093,,6.515129286,28.81306,1027.193207
937,,6.500491444,,7.250401286,25.49376229,1251.490235
937,,8.047430524,,7.533759143,29.64106086,1488.561849
937,,9.783328637,,7.042666571,31.31530014,1736.916687
937,,11.24460691,,7.083666857,24.618343,1990.609436
937,,3.48723464,,8.485877143,28.38994071,893.8453979
937,,5.054329794,,8.486788286,28.79117443,1148.481995
937,,6.57355509,,8.407521143,28.99179157,1422.742523
937,,8.211194565,,8.528699857,27.98141186,1714.585922
937,,9.750575802,,8.587922429,28.39723586,2010.731369
937,,1.874789891,,4.974429143,27.27378114,539.4396057
937,,3.741698675,,9.925443429,28.73646086,980.7613144
937,,5.071965874,,10.02202171,28.18202857,1281.842743
937,,6.616385896,,9.673974714,27.75890943,1597.984421
937,,8.238908348,,10.41471357,28.787527,1935.220428
937,,3.666115168,,11.42149886,31.04173143,1063.996246
937,,5.192899244,,11.92352471,27.38320857,1417.93779
937,,6.636541301,,11.77774571,27.98505929,1777.915207
937,,3.648479222,,12.35175,30.07512271,1149.639526
937,,5.182821541,,13.62093714,29.72860257,1558.606201
937,,3.598090441,,15.19990429,27.623949,1201.591491
937,,5.218093701,,15.26368257,29.09027614,1685.519558
967,,4.867306503,,0.496436833,28.60940333,564.9652706
967,,9.748147138,,0.434784333,30.13287617,636.6374818
967,,11.3771165,,0.850406,31.473362,666.1018678
967,,12.89168082,,0.424306571,28.875069,698.5323183
967,,14.36750382,,0.7071178,29.366033,732.5371703
967,,16.04258157,,0.403958333,30.84354633,769.3722685
967,,17.8596255,,0.7972575,26.92847717,808.6845855
967,,19.30051997,,0.824894833,29.8945675,850.0939406
967,,20.86578675,,1.003473833,26.76676767,900.7160035
967,,22.60396039,,0.788753833,28.19661883,955.1070553
967,,24.23292959,,0.523011,28.80090117,1014.07859
967,,25.73145999,,0.689897833,29.22219683,1079.393845
967,,3.268671635,,1.786428,29.50974786,550.3504026
967,,4.828737984,,1.476647714,28.35711271,605.623535
967,,6.342002363,,1.514003571,26.58803629,660.2732548
967,,8.063275624,,1.774583286,28.54313886,723.6490553
967,,9.451734562,,1.501248,25.67614086,784.464325
967,,11.1808082,,1.216979143,29.39667286,849.7500228
967,,12.78247627,,1.754538857,27.70784329,919.6287998
967,,14.41014559,,1.335424571,27.82091829,993.2423626
